SIM_AV,SIM_DEC,SIM_DLMU,SIM_EXPOSURE_g,SIM_EXPOSURE_i,SIM_EXPOSURE_r,SIM_HOSTLIB_GALID,SIM_LENSDMU,SIM_LIBID,SIM_MAGSMEAR_COH,SIM_MODEL_INDEX,SIM_MODEL_NAME,SIM_MWEBV,SIM_NGEN_LIBID,SIM_NOBS_UNDEFINED,SIM_PEAKMAG_g,SIM_PEAKMAG_i,SIM_PEAKMAG_r,SIM_PEAKMJD,SIM_RA,SIM_REDSHIFT_CMB,SIM_REDSHIFT_FLAG,SIM_REDSHIFT_HELIO,SIM_REDSHIFT_HOST,SIM_RV,SIM_SEARCHEFF_MASK,SIM_SUBSAMPLE_INDEX,SIM_TEMPLATE_INDEX,SIM_TYPE_INDEX,SIM_TYPE_NAME,SIM_VPEC,delta_t_g,delta_t_i,delta_t_r,fluxcal_g,fluxcal_i,fluxcal_r,fluxcalerr_g,fluxcalerr_i,fluxcalerr_r,host_photoz,host_specz,libid,mag_g,mag_i,mag_r,magerr_g,magerr_i,magerr_r,magobs_g,magobs_i,magobs_r,median_delta_t_g,median_delta_t_i,median_delta_t_r,mjd_g,mjd_i,mjd_r,photflag_g,photflag_i,photflag_r,photprob_g,photprob_i,photprob_r,pkmag_g,pkmag_i,pkmag_r,pkmjd,psf_sig1_g,psf_sig1_i,psf_sig1_r,sky_sig_g,sky_sig_i,sky_sig_r,snid,snr_g,snr_i,snr_r,z,zeropt_g,zeropt_i,zeropt_r,offset,logprob,true_label,skymap_filename,area_fifty,area_ninety
-9.0,13.976690292358398,33.106021881103516,1.0,1.0,1.0,-9,0.0,848,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.11547179520130157,1,0,99.0,-9.0,99.0,58765.76171875,97.2326889038086,0.00969013012945652,1,0.009490696713328362,0.009490696713328362,-9.0,3,-9,463,0,UNKNOWN ,47.65158462524414,[11.026290000001609],[],"[2.9364199999981793, 3.0780999999988126, 4.922070000000531, 4.0351599999994505]",[6818.198],[],[12092.3955],[104.625755],[],[149.69728],-9.0,-9.0,848,[17.915825],[],[17.29372],[0.01666475],[],[0.01344409],11.026290000001609,nan,3.5566299999991315,11.026290000001609,nan,3.5566299999991315,[58766.4773],[],[58766.52567],[4096],[],[6144],[],[],[],99.0,-9.0,99.0,58765.76171875,[],[],[],[],[],[],320849,[0.01534507],[],[0.01237946],0.009490696713328362,[],[],[],0.7103207727527019,3.0876879906744987,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/325.fits,0.20204525713668928,0.6760942806616206
-9.0,33.142799377441406,35.86372756958008,1.0,1.0,1.0,-9,0.0,879,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.010053563863039017,1,0,99.0,-9.0,99.0,58372.8828125,48.35968017578125,0.03385179117321968,1,0.03463102504611015,0.03463102504611015,-9.0,3,-9,372,0,UNKNOWN ,49.70056915283203,"[3.0413599999956205, 0.012870000005932525, 2.986509999995178, 2.99149000000034, 1.883720000005269, 1.0682399999932386, 0.06554000000323867, 2.8760499999989406, 0.055400000004738104, 0.9665099999983795]",[],"[2.958999999995285, 1.0119500000000698, 1.993719999998575, 3.05855000000156, 0.8631900000036694, 1.9759199999971315, 1.010920000000624, 2.14491000000271]",[709.9921],[],[1324.9044],[55.647415],[],[67.07134],-9.0,-9.0,879,[20.371866],[],[19.694538],[0.08511797],[],[0.05497716],1.4759799999992538,nan,1.9848199999978533,1.4759799999992538,nan,1.9848199999978533,[58373.42508],[],[58373.46678],[4096],[],[6144],[],[],[],99.0,-9.0,99.0,58372.8828125,[],[],[],[],[],[],320880,[0.07837751],[],[0.05062353],0.03463102504611015,[],[],[],0.326855069645356,3.226903081748861,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/326.fits,1.2022697449363022,4.36175034740483
-9.0,78.13860321044922,34.285587310791016,1.0,1.0,1.0,-9,0.0,1597,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.022769885137677193,1,0,99.0,-9.0,99.0,58288.3125,341.0709533691406,0.016572631895542145,1,0.01772727072238922,0.01772727072238922,-9.0,3,-9,221,0,UNKNOWN ,221.72616577148438,"[2.017390000000887, 0.9948799999983748, 2.962760000002163, 3.0869699999966542, 1.9844900000025518, 1.0022699999972247, 1.9643600000053993, 1.0202699999936158]",[],"[2.018480000006093, 0.995599999994738, 1.8524500000057742, 1.1480899999951362, 1.8721799999984796, 3.069550000000163, 1.016780000005383, 1.9531500000011874, 0.9779099999941536, 2.045860000005632]",[1012.69293],[],[3093.9612 1242.8188],[83.48901],[],[126.41503  82.60631],-9.0,-9.0,1597,[19.986305],[],[18.773712 19.76398 ],[0.08953264],[],[0.04437248 0.07218304],1.9744250000039756,nan,1.862315000002127,1.9744250000039756,nan,1.862315000002127,[58290.42723],[],[58290.47542 58291.47102],[4096],[],[6144 4096],[],[],[],99.0,-9.0,99.0,58288.3125,[],[],[],[],[],[],321598,[0.08244257],[],[0.04085863 0.06646689],0.01772727072238922,[],[],[],1.0120980390037257,2.5767899976151596,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/327.fits,0.5947853017194015,2.1033460878931267
-9.0,-20.42021942138672,34.82160568237305,1.0,1.0,1.0,-9,0.0,2545,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.04549849405884743,1,0,99.0,-9.0,99.0,58669.7109375,287.1739196777344,0.0211589727550745,1,0.021375956013798714,0.021375956013798714,-9.0,3,-9,361,0,UNKNOWN ,-88.6238021850586,"[2.895010000000184, 0.00044999999954598024, 2.9997199999997974, 0.0004599999956553802, 8.973570000001928]",[],"[0.0009300000019720756, 5.9093099999954575, 0.00045000000682193786, 5.9824399999997695, 0.0008999999990919605]",[1983.1682],[],[3640.7312 3828.74  ],[86.346],[],[101.69631 109.19163],-9.0,-9.0,2545,[19.256601],[],[18.597029 18.54236 ],[0.04728381],[],[0.03033517 0.03097157],2.895010000000184,nan,0.0009300000019720756,2.895010000000184,nan,0.0009300000019720756,[58670.41887],[],[58670.37863 58670.37956],[6144],[],[4096 4096],[],[],[],99.0,-9.0,99.0,58669.7109375,[],[],[],[],[],[],322546,[0.04353942],[],[0.02793294 0.02851894],0.021375956013798714,[],[],[],0.19912060196552356,3.1534596799818435,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/328.fits,1.4960445912531437,6.380198865034324
-9.0,39.323631286621094,35.24237060546875,1.0,1.0,1.0,-9,0.0,3034,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.07046394050121307,1,0,99.0,-9.0,99.0,58359.12890625,75.27852630615234,0.02561747282743454,1,0.025036675855517387,0.025036675855517387,-9.0,3,-9,463,0,UNKNOWN ,-211.31338500976562,"[0.006900000000314321, 0.990219999999681, 0.011160000001837034, 2.994429999998829, 0.0004600000029313378, 0.9752599999992526, 0.02937999999994645, 0.9665400000012596, 0.02492999999958556, 0.9759500000000116, 0.02238999999826774, 1.0231700000003912, 0.02756000000226777, 0.9491199999974924, 0.024000000004889444, 0.9749199999932898, 0.00047000000631669536, 1.0252799999943818, 0.007660000002942979, 0.9520199999969918, 0.017599999999220017, 0.9675600000045961, 0.07906999999977415, 0.934849999997823, 0.024600000004284084, 0.9933799999998882, 0.00804999999672873, 0.9932300000000396, 0.020940000002156012, 1.0021799999958603, 0.00046999999904073775, 0.9973600000012084, 0.00046999999904073775]",[],"[0.00046999999904073775, 0.017180000002554152, 0.02171999999700347, 0.9713600000031875, 0.021739999996498227, 0.9869499999986147, 0.011120000002847519, 2.985130000000936, 0.009299999997892883, 0.9865199999985634, 0.018309999999473803, 0.9778599999990547, 0.025900000000547152, 0.98406999999861, 0.01937000000179978, 0.9421500000025844, 0.00991000000067288, 1.0471899999974994, 0.0004600000029313378, 0.9778000000005704, 0.0004799999951501377, 0.9600400000053924, 0.01285999999527121, 1.0253799999991315, 0.02013000000442844, 0.9838899999958812, 0.00046999999904073775, 0.9924600000013015, 0.0004600000029313378, 1.00228000000061, 0.008139999998093117, 0.9288999999989755, 0.08423000000038883, 0.9334200000012061, 0.026109999998880085, 0.956530000003113]",[],[],[ 837.74005  788.5312  1513.9965  1335.2379 ],[],[],[119.76588  93.17358 122.99119 108.81013],-9.0,-9.0,3034,[],[],[20.192226 20.257954 19.549688 19.686104],[],[],[0.15525787 0.12832277 0.08822242 0.08849943],0.07906999999977415,nan,0.055169999999634456,0.07906999999977415,nan,0.055169999999634456,[],[],[58359.47675 58359.47722 58360.48748 58360.50922],[],[],[4096 4096 6144 4096],[],[],[],99.0,-9.0,99.0,58359.12890625,[],[],[],[],[],[],323035,[],[],[0.14296305 0.11816093 0.08123612 0.08149119],0.025036675855517387,[],[],[],0.5737870210366462,2.9577897041067307,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/329.fits,0.7111507186946115,2.5397076579106543
-9.0,56.519691467285156,34.81597900390625,1.0,1.0,1.0,-9,0.0,4454,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.09253113716840744,1,0,99.0,-9.0,99.0,58724.91015625,321.479248046875,0.021071523427963257,1,0.02293982356786728,0.02293982356786728,-9.0,3,-9,107,0,UNKNOWN ,329.70294189453125,"[1.0012900000001537, 1.0219700000016019, 2.976730000002135, 1.998279999999795, 0.9993299999987357, 1.0012300000016694, 0.9985899999956018, 1.0090500000005704, 1.0129000000015367, 0.8847499999974389, 0.9990400000024238, 0.999759999998787, 0.9968700000026729, 2.000560000000405]",[],"[1.001459999999497, 1.0242300000027171, 2.976009999998496, 1.9986599999974715, 0.9995800000033341, 1.0012900000001537, 0.9985900000028778, 1.009699999995064, 1.0140900000042166, 0.8731100000004517, 0.9995399999970687, 1.0004199999966659, 1.0001400000037393, 2.000419999996666, 0.9989300000015646]",[515.04846],[],[615.22284],[49.704662],[],[65.69879],-9.0,-9.0,4454,[20.720379],[],[20.52742],[0.10480424],[],[0.11597243],1.0012600000009115,nan,1.0012900000001537,1.0012600000009115,nan,1.0012900000001537,[58725.29171],[],[58725.2659],[6144],[],[4096],[],[],[],99.0,-9.0,99.0,58724.91015625,[],[],[],[],[],[],324455,[0.09650483],[],[0.10678861],0.02293982356786728,[],[],[],2.5906142763771345,1.8651448207544596,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/330.fits,16.576180974583544,74.96076156711915
-9.0,32.39842987060547,35.58320617675781,1.0,1.0,1.0,-9,0.0,5114,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.026519564911723137,1,0,99.0,-9.0,99.0,58352.37109375,305.6195373535156,0.02987092360854149,1,0.029477210715413094,0.029477210715413094,-9.0,3,-9,61,0,UNKNOWN ,-367.4241943359375,"[8.867089999999735, 1.023300000000745, 0.9622600000002421, 1.0380799999984447, 1.0477200000023004, 0.9879899999941699, 1.009410000006028, 0.978079999993497, 1.0231000000057975, 0.9673199999961071, 1.0245900000008987]",[],"[0.9370499999931781, 0.12176000000181375, 0.9365600000019185, 0.08514999999897555, 0.9206899999990128, 0.9159799999979441, 0.07888000000093598, 0.9327600000033271, 0.09958999999798834, 0.9633800000010524, 1.0262000000002445, 0.979910000001837, 0.9791199999963283, 0.9291599999996834, 1.0695300000006682, 0.9316400000025169, 1.0194699999992736, 1.119539999999688, 1.0003599999981816, 0.9547400000010384, 0.912320000003092, 1.0858299999963492]",[],[],[1434.1077 1106.5284],[],[],[102.32267 103.19101],-9.0,-9.0,5114,[],[],[19.608545 19.890095],[],[],[0.07748541 0.10127659],1.0231000000057975,nan,0.9368049999975483,1.0231000000057975,nan,0.9368049999975483,[],[],[58353.21427 58353.33603],[],[],[4096 6144],[],[],[],99.0,-9.0,99.0,58352.37109375,[],[],[],[],[],[],325115,[],[],[0.07134937 0.09325653],0.029477210715413094,[],[],[],0.6639095556003154,2.6803935497639126,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/331.fits,3.2557178545245913,13.810308827399176
-9.0,70.6426773071289,36.24213790893555,1.0,1.0,1.0,-9,0.0,6547,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.010550123639404774,1,0,99.0,-9.0,99.0,58781.27734375,290.9096374511719,0.04007510468363762,1,0.04182882234454155,0.04182882234454155,-9.0,3,-9,311,0,UNKNOWN ,396.9383239746094,"[0.0009500000014668331, 1.0001100000008591, 0.0009499999941908754, 1.9987600000022212, 0.0009500000014668331, 1.0054999999993015, 0.0009500000014668331, 0.991359999999986, 0.0009500000014668331, 0.9999799999932293, 0.0009500000014668331, 0.999470000002475, 0.0009500000014668331, 1.9641999999948894, 0.005220000006374903, 1.0548999999955413, 0.9419600000037462, 0.018989999996847473, 0.9835600000005797, 0.011659999996481929, 0.9662100000059581, 0.0005099999980302528, 1.0178699999960372, 0.0014900000023772009, 1.0010400000028312, 0.01367000000027474, 0.9595599999956903]",[],"[0.0009299999946961179, 1.0002700000040932, 0.0009399999980814755, 1.998700000003737, 0.0009399999980814755, 1.0059699999983422, 0.0009399999980814755, 0.9914100000023609, 0.0009500000014668331, 0.9999400000015157, 0.0009499999941908754, 0.9994399999995949, 0.0009400000053574331, 0.971319999996922, 0.014900000001944136, 0.9577199999985169, 0.0019000000029336661, 1.0248999999967054, 0.01262000000133412, 0.9659699999974691, 0.0038400000048568472, 1.006439999997383, 0.007499999999708962, 0.9853999999977532, 0.001820000004954636, 1.0051899999962188, 0.9917700000005425, 0.00458999999682419, 1.10287000000244, 0.000959999997576233]",[527.903  441.3502],[],[1151.8591  960.9867],[73.49818 71.75767],[],[96.82105 72.9572 ],-9.0,-9.0,6547,[20.693615 20.888042],[],[19.8465   20.043205],[0.15120015 0.17656913],[],[0.09128518 0.08244809],0.9419600000037462,nan,0.4863100000002305,0.9419600000037462,nan,0.4863100000002305,[58782.16932 58782.17027],[],[58782.14203 58782.14296],[6144 4096],[],[4096 4096],[],[],[],99.0,-9.0,99.0,58781.27734375,[],[],[],[],[],[],326548,[0.13922666 0.16258669],[],[0.08405633 0.07591905],0.04182882234454155,[],[],[],0.5884280603354064,3.1373437442996206,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/332.fits,1.2351680893912669,4.309247273467276
-9.0,48.192378997802734,36.67804718017578,1.0,1.0,1.0,-9,0.0,7560,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.01524987444281578,1,0,99.0,-9.0,99.0,58375.70703125,351.9939270019531,0.04870140179991722,1,0.049973342567682266,0.049973342567682266,-9.0,3,-9,506,0,UNKNOWN ,86.07077026367188,"[3.0397400000001653, 3.0467700000008335, 2.9759800000028918]",[],"[3.014530000000377, 5.883490000000165, 2.988339999996242]",[407.96634],[],[699.6095],[43.427387],[],[55.760242],-9.0,-9.0,7560,[20.973438],[],[20.38786],[0.11560302],[],[0.08655632],3.0397400000001653,nan,3.014530000000377,3.0397400000001653,nan,3.014530000000377,[58376.30244],[],[58376.36686],[4096],[],[6144],[],[],[],99.0,-9.0,99.0,58375.70703125,[],[],[],[],[],[],327561,[0.10644846],[],[0.07970195],0.049973342567682266,[],[],[],2.844260460245024,2.137730914120435,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/333.fits,4.936142704398523,17.634513424834765
-9.0,79.97409057617188,33.620635986328125,1.0,1.0,1.0,-9,0.0,8764,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.09147059172391891,1,0,99.0,-9.0,99.0,58715.0,356.1357116699219,0.0122279804199934,1,0.014493810944259167,0.014493810944259167,-9.0,3,-9,415,0,UNKNOWN ,563.5591430664062,"[0.9999099999986356, 1.0870599999980186, 0.0004600000029313378, 2.9217999999964377, 0.0004600000029313378, 0.9990299999990384, 1.963819999997213, 0.0004600000029313378, 2.0305500000031316, 4.987779999995837, 0.00046999999904073775, 0.0010000000038417056, 0.00046999999904073775]",[],"[1.0148100000005797, 0.00044999999954598024, 1.0838000000003376, 1.00286000000051, 0.9278500000000349, 0.9819100000022445, 0.9429499999969266, 2.058819999998377, 0.9980199999990873, 1.106450000006589, 0.0004599999956553802, 0.8279200000033597, 6.154589999998279]",[],[],[1413.1936 1172.0018 1309.8165],[],[],[92.16931 97.60131 88.16603],-9.0,-9.0,8764,[],[],[19.624496 19.827679 19.706974],[],[],[0.07082956 0.0904393  0.07310055],0.9990299999990384,nan,0.9980199999990873,0.9990299999990384,nan,0.9980199999990873,[],[],[58715.36928 58716.38409 58716.38454],[],[],[4096 6144 4096],[],[],[],99.0,-9.0,99.0,58715.0,[],[],[],[],[],[],328765,[],[],[0.06522059 0.08327744 0.06731174],0.014493810944259167,[],[],[],0.14081024305588258,4.247301447443431,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/334.fits,0.09268296349631648,0.31036933045186266
-9.0,-26.848220825195312,35.81184387207031,1.0,1.0,1.0,-9,0.0,42,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.01178338285535574,1,0,99.0,-9.0,99.0,58344.81640625,341.0091857910156,0.033014290034770966,1,0.035630002617836,0.035630002617836,-9.0,3,-9,467,0,UNKNOWN ,453.71783447265625,"[2.9570499999972526, 3.042359999999462, 9.979270000003453, 2.894399999997404]",[],"[6.000970000000962, 2.9665400000012596, 0.03184000000328524, 4.043239999999059]",[1105.6774],[],[1558.4178],[95.78835],[],[110.63788],-9.0,-9.0,42,[19.890928],[],[19.51829],[0.09408364],[],[0.07709918],2.9997049999983574,nan,3.5048900000001595,2.9997049999983574,nan,3.5048900000001595,[58345.39837],[],[58345.35541],[6144],[],[4096],[],[],[],99.0,-9.0,99.0,58344.81640625,[],[],[],[],[],[],330043,[0.08663318],[],[0.07099372],0.035630002617836,[],[],[],0.0754361074166327,3.304910362787785,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/335.fits,1.145287882999571,3.91672705839376
-9.0,-13.796870231628418,33.75825119018555,1.0,1.0,1.0,-9,0.0,2292,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.008978000842034817,1,0,99.0,-9.0,99.0,58670.1953125,6.108260154724121,0.01304011419415474,1,0.013737574219703674,0.013737574219703674,-9.0,3,-9,122,0,UNKNOWN ,-121.5490951538086,"[3.0197899999984656, 7.983240000001388, 2.956080000003567]",[],[10.955430000001797],[960.9466],[],[1667.5349],[51.462646],[],[78.79848],-9.0,-9.0,2292,[20.043251],[],[19.444813],[0.05815977],[],[0.05131835],3.0197899999984656,nan,10.955430000001797,3.0197899999984656,nan,10.955430000001797,[58670.45875],[],[58670.48072],[4096],[],[6144],[],[],[],99.0,-9.0,99.0,58670.1953125,[],[],[],[],[],[],332293,[0.05355412],[],[0.04725447],0.013737574219703674,[],[],[],2.1497289716134085,2.0948563161105067,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/336.fits,3.2941631922405463,13.354576812453306
-9.0,40.534481048583984,36.357933044433594,1.0,1.0,1.0,-9,0.0,2699,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.027014348655939102,1,0,99.0,-9.0,99.0,58656.6484375,254.5893096923828,0.04228962957859039,1,0.04188155010342598,0.04188155010342598,-9.0,3,-9,411,0,UNKNOWN ,-130.10142517089844,"[2.9577099999951315, 6.0437200000014855, 6.067260000003444]",[],"[5.94771000000037, 2.9458899999954156, 3.0538200000009965, 2.8997400000007474, 3.0362800000002608]",[507.9629],[],[1029.7585],[48.54608],[],[104.52066],-9.0,-9.0,2699,[20.73542],[],[19.968163],[0.10378916],[],[0.11022917],6.0437200000014855,nan,3.0362800000002608,6.0437200000014855,nan,3.0362800000002608,[58657.24384],[],[58657.37281],[4096],[],[6144],[],[],[],99.0,-9.0,99.0,58656.6484375,[],[],[],[],[],[],332700,[0.09557013],[],[0.10150016],0.04188155010342598,[],[],[],0.8909670332392212,2.6263347170402125,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/337.fits,3.429869542623786,13.240210562895816
-9.0,-5.488460063934326,35.18168640136719,1.0,1.0,1.0,-9,0.0,3947,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.023036319762468338,1,0,99.0,-9.0,99.0,58281.9296875,312.559326171875,0.02486644685268402,1,0.026716388761997223,0.026716388761997223,-9.0,3,-9,468,0,UNKNOWN ,247.2703094482422,"[3.014549999999872, 2.983350000002247, 8.022579999997106, 3.87836999999854]",[],"[3.082540000003064, 2.995679999999993, 3.0023399999990943, 4.948000000003958]",[798.6363],[],[2065.1643],[53.550602],[],[87.97357],-9.0,-9.0,3947,[20.244127],[],[19.212614],[0.07281907],[],[0.04626232],3.446459999999206,nan,3.042440000001079,3.446459999999206,nan,3.042440000001079,[58283.42003],[],[58283.38032],[6144],[],[4096],[],[],[],99.0,-9.0,99.0,58281.9296875,[],[],[],[],[],[],333948,[0.06705255],[],[0.04259882],0.026716388761997223,[],[],[],1.2509904628360864,2.7963918911018957,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/338.fits,2.7574063680742174,9.605053154886594
-9.0,45.22417068481445,33.43911361694336,1.0,1.0,1.0,-9,0.0,4251,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.06485612690448761,1,0,99.0,-9.0,99.0,58673.2734375,291.32476806640625,0.011272325180470943,1,0.012026315554976463,0.012026315554976463,-9.0,3,-9,366,0,UNKNOWN ,49.48600387573242,"[3.001749999995809, 1.9907099999982165, 1.1130100000009406, 0.7420700000002398, 1.0000199999994948, 1.0899800000042887, 0.9899000000004889, 1.0979499999957625, 2.9365299999990384, 1.9742800000021816, 1.0157600000020466]",[],"[2.9752299999963725, 0.9598800000021583, 0.989450000000943, 1.045059999996738, 1.01987999999983, 0.9783999999999651, 0.9527700000035111, 0.028519999999844003, 0.9901499999978114, 1.1015800000022864, 3.019509999998263, 1.9816199999986566, 1.012719999998808]",[6932.356],[],[14819.249  1142.002],[99.37688],[],[138.89548  95.30838],-9.0,-9.0,4251,[17.897797],[],[17.072933 19.855833],[0.01556805],[],[0.01017869 0.09063461],1.0979499999957625,nan,1.012719999998808,1.0979499999957625,nan,1.012719999998808,[58674.34894],[],[58674.30866 58677.28389],[6144],[],[4096 4096],[],[],[],99.0,-9.0,99.0,58673.2734375,[],[],[],[],[],[],334252,[0.01433522],[],[0.00937264 0.08345728],0.012026315554976463,[],[],[],0.16547219241541425,4.17735316166378,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/339.fits,0.1168107706025884,0.3955695851305432
-9.0,2.941080093383789,33.77759552001953,1.0,1.0,1.0,-9,0.0,7400,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.23219041526317596,1,0,99.0,-9.0,99.0,58396.01171875,38.042598724365234,0.013142062351107597,1,0.014898166060447693,0.014898166060447693,-9.0,3,-9,511,0,UNKNOWN ,281.9264831542969,[],[],[],[1943.6592],[],[],[57.62285],[],[],-9.0,-9.0,7400,[19.27845],[],[],[0.03219619],[],[],nan,nan,nan,nan,nan,nan,[58397.37656],[],[],[4096],[],[],[],[],[],99.0,-9.0,99.0,58396.01171875,[],[],[],[],[],[],337401,[0.02964658],[],[],0.014898166060447693,[],[],[],0.19554181017222833,3.624825795796437,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/340.fits,0.2923619119198909,0.9710919223463697
-9.0,43.057861328125,33.65952682495117,1.0,1.0,1.0,-9,0.0,7534,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.05373653396964073,1,0,99.0,-9.0,99.0,58810.02734375,39.8471794128418,0.012451705522835255,1,0.014321886003017426,0.014321886003017426,-9.0,3,-9,458,0,UNKNOWN ,357.4847412109375,"[0.01982000000134576, 1.0896499999944353, 0.8491200000062236, 0.01329999999870779, 6.0274199999985285, 1.0009199999985867, 7.901610000000801]",[],"[1.026369999999588, 0.007550000002083834, 2.0132700000031036, 5.05054999999993, 7.992569999994885, 0.9505200000057812]",[2467.944  2469.128   546.8157],[],[5964.3203 1902.4185 1889.8191],[73.17743  92.02007  53.524902],[],[123.97681   84.073235  86.34809 ],-9.0,-9.0,7534,[19.019161 19.018642 20.655397],[],[18.061098 19.301735 19.308949],[0.03220117 0.04047332 0.10630281],[],[0.02257404 0.0479934  0.04962064],1.0009199999985867,nan,1.5198200000013458,1.0009199999985867,nan,1.5198200000013458,[58811.21927 58811.23909 58812.32874],[],[58811.16069 58812.18706 58812.19461],[6144 4096 4096],[],[4096 4096 4096],[],[],[],99.0,-9.0,99.0,58810.02734375,[],[],[],[],[],[],337535,[0.02965117 0.03726825 0.09788473],[],[0.02078641 0.04419282 0.0456912 ],0.014321886003017426,[],[],[],0.6581728159716869,3.2803064537766273,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/341.fits,0.265733068601265,0.8882346481029236
-9.0,38.955528259277344,33.80433654785156,1.0,1.0,1.0,-9,0.0,7704,0.0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.009336289949715137,1,0,99.0,-9.0,99.0,58735.95703125,332.95703125,0.01329711452126503,1,0.015528594143688679,0.015528594143688679,-9.0,3,-9,107,0,UNKNOWN ,355.9568176269531,"[1.0129000000015367, 0.8924299999998766, 0.9990399999951478, 0.9997600000060629, 0.9968699999953969, 1.0002600000007078, 1.0003100000030827, 0.9990099999995437, 1.0001100000008591, 1.9998999999952503, 0.9988700000030803, 1.0017799999986892, 1.0002999999996973, 0.9976200000019162]",[],"[1.014629999997851, 0.8814000000056694, 0.9988999999986845, 1.0004199999966659, 1.000130000000354, 2.0004300000000512, 0.998939999997674, 1.000770000006014, 1.0243199999968056, 0.9755599999989499, 0.9991200000004028, 1.0014799999989918, 1.0002800000002026, 0.9976300000053016, 2.9996099999989383]",[1218.4204],[],[1573.8085 1499.7313],[130.2205],[],[122.10003 144.1599 ],-9.0,-9.0,7704,[19.785507],[],[19.50762  19.559967],[0.11606788],[],[0.08425462 0.10439046],0.999935000003461,nan,1.0002800000002026,0.999935000003461,nan,1.0002800000002026,[58736.29204],[],[58736.26874 58737.28337],[6144],[],[4096 4096],[],[],[],99.0,-9.0,99.0,58735.95703125,[],[],[],[],[],[],337705,[0.1068765],[],[0.07758252 0.09612381],0.015528594143688679,[],[],[],1.7942728245875892,-0.38532130012790694,1.0,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/342.fits,1.127193380645474,3.829356665846913
