,SIM_AV,SIM_DEC,SIM_DLMU,SIM_EXPOSURE_g,SIM_EXPOSURE_i,SIM_EXPOSURE_r,SIM_HOSTLIB_GALID,SIM_LENSDMU,SIM_LIBID,SIM_MAGSMEAR_COH,SIM_MODEL_INDEX,SIM_MODEL_NAME,SIM_MWEBV,SIM_NGEN_LIBID,SIM_NOBS_UNDEFINED,SIM_PEAKMAG_g,SIM_PEAKMAG_i,SIM_PEAKMAG_r,SIM_PEAKMJD,SIM_RA,SIM_REDSHIFT_CMB,SIM_REDSHIFT_FLAG,SIM_REDSHIFT_HELIO,SIM_REDSHIFT_HOST,SIM_RV,SIM_SEARCHEFF_MASK,SIM_SUBSAMPLE_INDEX,SIM_TEMPLATE_INDEX,SIM_TYPE_INDEX,SIM_TYPE_NAME,SIM_VPEC,delta_t_g,delta_t_i,delta_t_r,fluxcal_g,fluxcal_i,fluxcal_r,fluxcalerr_g,fluxcalerr_i,fluxcalerr_r,host_photoz,host_specz,libid,mag_g,mag_i,mag_r,magerr_g,magerr_i,magerr_r,magobs_g,magobs_i,magobs_r,median_delta_t_g,median_delta_t_i,median_delta_t_r,mjd_g,mjd_i,mjd_r,photflag_g,photflag_i,photflag_r,photprob_g,photprob_i,photprob_r,pkmag_g,pkmag_i,pkmag_r,pkmjd,psf_sig1_g,psf_sig1_i,psf_sig1_r,sky_sig_g,sky_sig_i,sky_sig_r,snid,snr_g,snr_i,snr_r,z,zeropt_g,zeropt_i,zeropt_r,offset,logprob,true_label,skymap_filename,area_fifty,area_ninety,costheta,mej
1666,-9,28.75778961,36.02273941,1,1,1,-9,0,9711,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.052144565,1,0,99,-9,99,58292.08203,337.6525879,0.036326528,1,0.037988707,0.037988707,-9,3,-9,461,0,UNKNOWN ,142.5131378,"[3.03863999999885, 2.9860699999990175, 2.9784100000033504, 3.0378599999967264, 4.884720000001835]",[],"[2.8909899999998743, 3.0777500000040163, 2.963919999994687, 3.020199999999022]",[374.23526],[],[1075.7222],[49.71821],[],[55.825375],-9,-9,9711,[21.067139],[],[19.92075],[0.14427815],[],[0.05635875],3.03786,,2.99206,3.03786,,2.99206,[58293.43668],[],[58293.4672],[4096],[],[6144],[],[],[],99,-9,99,58292.08203,[],[],[],[],[],[],1619712,[0.13285282],[],[0.05189572],0.037988707,[],[],[],0.361031935,3.057136076,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1666.fits,1.985400413,7.686376364,0.899999976,0.029999999
1667,-9,48.96067047,35.72604752,1,1,1,-9,0,1874,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.010249043,1,0,99,-9,99,58431.75781,171.5164795,0.031869069,1,0.031012131,0.031012131,-9,3,-9,362,0,UNKNOWN ,-42.17710114,"[0.015269999996235128, 7.999540000004345, 0.020929999998770654, 10.002399999997579]",[],"[0.0033100000000558794, 7.998929999994289, 0.028720000002067536, 2.8746700000046985, 0.000919999998586718, 4.054169999995793, 0.0013700000054086559]",[900.2158 858.1806],[],[1393.2935 1359.6448],[67.31352 76.93823],[],[71.37191  75.755295],-9,-9,1874,[20.114134 20.166054],[],[19.639893 19.666435],[0.0812055  0.09736285],[],[0.0556307  0.06050863],4.010235,,0.02872,4.010235,,0.02872,[58432.45597 58432.47124],[],[58432.52425 58432.52756],[4096 4096],[],[6144 4096],[],[],[],99,-9,99,58431.75781,[],[],[],[],[],[],1621875,[0.07477487 0.08965272],[],[0.05122532 0.05571698],0.031012131,[],[],[],1.132170347,2.451595422,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1667.fits,5.715491963,20.13745858,0.699999988,0.029999999
1668,-9,36.25302887,33.77524567,1,1,1,-9,0,2079,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.022264155,1,0,99,-9,99,58359.96875,284.5853271,0.013140261,1,0.013939463,0.013939463,-9,3,-9,269,0,UNKNOWN ,77.26245117,"[3.0312600000033854, 3.0057900000028894, 2.97889999999461, 2.9985500000038883, 3.0386799999978393, 2.9008299999986775]",[],"[2.9118500000040513, 3.046059999993304, 2.973810000003141, 3.0066700000024866, 2.9980799999975716]",[1049.8357],[],[2198.0308],[91.09352],[],[87.63488],-9,-9,2079,[19.947197],[],[19.144917],[0.09423147],[],[0.04329852],3.00217,,2.99808,3.00217,,2.99808,[58361.19611],[],[58361.23461],[4096],[],[6144],[],[],[],99,-9,99,58359.96875,[],[],[],[],[],[],1622080,[0.08676931],[],[0.03986973],0.013939463,[],[],[],0.173744878,3.702721547,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1668.fits,0.289581475,1.025035883,0.5,0.039999999
1669,-9,28.07979965,35.68453979,1,1,1,-9,0,2619,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.153558686,1,0,99,-9,99,58428.8125,122.9440994,0.031333908,1,0.028640307,0.028640307,-9,3,-9,352,0,UNKNOWN ,-575.4302368,"[0.91990000000078, 2.07267999999749, 5.977400000003399, 0.02021999999851687, 0.9961699999985285, 2.0375399999975343, 0.960109999999986, 0.8909000000057858]",[],"[2.879720000004454, 0.12124999999650754, 2.8883000000059837, 0.12134999999398133, 3.001029999999446, 0.8254200000010314, 2.0160200000027544, 0.07463000000279862, 1.959789999993518, 4.059050000003481]",[364.5598],[],[588.9897],[46.411503],[],[51.676163],-9,-9,2619,[21.095577],[],[20.57473],[0.13825685],[],[0.09528233],0.97814,,1.987905,0.97814,,1.987905,[58429.45347],[],[58429.50691],[4096],[],[6144],[],[],[],99,-9,99,58428.8125,[],[],[],[],[],[],1622620,[0.12730834],[],[0.08773696],0.028640307,[],[],[],0.719570732,2.823648384,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1669.fits,0.908153376,3.088448251,0.699999988,0.01
1670,-9,43.66062164,35.29117584,1,1,1,-9,0,5070,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.030709883,1,0,99,-9,99,58688.11719,288.068512,0.026137609,1,0.027596463,0.027596463,-9,3,-9,417,0,UNKNOWN ,261.9096069,"[1.9756600000036997, 3.0208399999974063, 2.0079699999987497, 1.0012800000040443, 1.0192600000009406, 1.9829499999977998, 0.9965599999995902, 1.003580000004149, 0.9991799999988871, 1.0004399999961606, 0.9954700000016601, 0.9187499999970896, 1.0027600000030361]",[],"[1.9760600000008708, 1.0159499999936088, 0.9648500000039348, 0.8974299999972573, 0.9747100000022328, 2.0865599999960978, 1.022000000004482, 1.9809499999973923, 0.9965100000044913, 1.0038799999965704, 0.9994000000006054, 1.0018700000000536, 0.9945999999981723, 0.9178000000028987, 1.002489999998943, 0.9969399999972666]",[],[],[ 492.12204 1136.4156   458.2873 ],[],[],[62.7248   62.32832  51.207462],-9,-9,5070,[],[],[20.769817 19.861156 20.847157],[],[],[0.13841918 0.0595632  0.12134594],1.00276,,1.000635,1.00276,,1.000635,[],[],[58688.37    58690.34606 58691.36201],[],[],[4096 6144 4096],[],[],[],99,-9,99,58688.11719,[],[],[],[],[],[],1625071,[],[],[0.12745781 0.05484641 0.1117366 ],0.027596463,[],[],[],0.572128163,3.158267971,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1670.fits,0.591463211,2.002148693,0.800000012,0.039999999
1671,-9,61.94234085,34.09770966,1,1,1,-9,0,5304,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.02143498,1,0,99,-9,99,58674.15234,18.4357605,0.015262263,1,0.013208923,0.013208923,-9,3,-9,513,0,UNKNOWN ,-794.0986328,"[1.9824900000021444, 1.0393399999957182, 3.005590000000666, 2.9977100000032806, 2.9983199999987846, 3.999069999998028]",[],"[1.9955900000059046, 3.956639999996696, 3.020250000001397, 2.984889999999723, 3.9764199999990524, 2.9775599999993574]",[2043.9292   798.31055],[],[2924.159  2105.7603],[71.80798 79.21238],[],[89.41545  84.719986],-9,-9,5304,[19.223835 20.24457 ],[],[18.834997 19.191479],[0.0381537  0.10775837],[],[0.0332079  0.04369249],2.998015,,3.00257,2.998015,,3.00257,[58674.449   58676.43149],[],[58674.47549 58676.47108],[4096 4096],[],[6144 4096],[],[],[],99,-9,99,58674.15234,[],[],[],[],[],[],1625305,[0.03513232 0.09922502],[],[0.03057818 0.04023249],0.013208923,[],[],[],0.1894897,3.98201594,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1671.fits,0.08407269,0.27926474,1,0.029999999
1672,-9,51.7607193,34.91534042,1,1,1,-9,0,5397,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.098171063,1,0,99,-9,99,58828.66797,25.03068924,0.022056511,1,0.023244813,0.023244813,-9,3,-9,311,0,UNKNOWN ,132.0575562,"[1.016380000000936, 0.055760000002919696, 0.9385799999945448, 0.07854000000224914, 4.94426999999996, 1.0021600000036415]",[],"[0.042109999994863756, 0.809690000001865, 2.0019499999980326, 0.1872600000060629, 2.817269999999553]",[],[],[1335.5599 1406.7434],[],[],[179.05327 184.06024],-9,-9,5397,[],[],[19.68584  19.629463],[],[],[0.14559573 0.14209373],0.97037,,0.80969,0.97037,,0.80969,[],[],[58830.24459 58830.2867 ],[],[],[4096 6144],[],[],[],99,-9,99,58828.66797,[],[],[],[],[],[],1625398,[],[],[0.13406606 0.13084137],0.023244813,[],[],[],0.1732104,3.414214995,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1672.fits,0.834030921,2.994595619,0.600000024,0.029999999
1673,-9,53.27120972,36.07809448,1,1,1,-9,0,6119,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.063589633,1,0,99,-9,99,58539.61328,152.3777008,0.037336357,1,0.036230914,0.036230914,-9,3,-9,417,0,UNKNOWN ,-143.9334412,[6.886610000001383],[],"[6.069810000000871, 9.889459999998508, 1.0438999999969383, 0.028819999999541324, 0.9236700000037672, 1.014019999995071]",[598.0622],[],[1094.8398],[57.007114],[],[54.624863],-9,-9,6119,[20.558134],[],[19.901623],[0.1035172],[],[0.05418381],6.88661,,1.02896,6.88661,,1.02896,[58540.39353],[],[58540.2384],[6144],[],[4096],[],[],[],99,-9,99,58539.61328,[],[],[],[],[],[],1626120,[0.09531971],[],[0.04989302],0.036230914,[],[],[],1.79036561,1.587732052,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1673.fits,4.137260834,15.40123942,0.800000012,0.039999999
1674,-9,-12.30821991,34.62812805,1,1,1,-9,0,6524,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.052715357,1,0,99,-9,99,58802.01953,48.77648926,0.01939016,1,0.019127648,0.019127648,-9,3,-9,462,0,UNKNOWN ,-242.3520355,"[3.1090600000025006, 5.980790000001434]",[],[8.958480000001146],[1533.5696],[],[3865.911],[276.09573],[],[154.46321],-9,-9,6524,[19.535742],[],[18.53187],[0.19551767],[],[0.04339134],4.544925,,8.95848,4.544925,,8.95848,[58803.22807],[],[58803.29358],[4096],[],[6144],[],[],[],99,-9,99,58802.01953,[],[],[],[],[],[],1626525,[0.1800347],[],[0.03995519],0.019127648,[],[],[],0.174503594,3.32379886,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1674.fits,1.04834293,3.726588005,0.899999976,0.029999999
1675,-9,-14.02966976,34.58443451,1,1,1,-9,0,8146,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.027553584,1,0,99,-9,99,58608.14453,143.3452148,0.019029878,1,0.017652532,0.017652532,-9,3,-9,473,0,UNKNOWN ,-70.61869049,[],[],[],[],[],[5049.4224],[],[],[161.95616],-9,-9,8146,[],[],[18.241896],[],[],[0.03483257],,,,,,,[],[],[58609.14795],[],[],[4096],[],[],[],99,-9,99,58608.14453,[],[],[],[],[],[],1628147,[],[],[0.03207419],0.017652532,[],[],[],0.946157014,3.147562166,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1675.fits,0.561534394,1.874753201,0.899999976,0.050000001
1676,-9,-7.271409988,35.24497986,1,1,1,-9,0,9250,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.041943308,1,0,99,-9,99,58789.34375,62.54315186,0.025595471,1,0.027146498,0.027146498,-9,3,-9,272,0,UNKNOWN ,362.204895,"[5.920570000002044, 3.9781199999997625]",[],"[2.986880000004021, 2.9605400000000373, 6.99536999999691, 3.0027900000059162]",[1034.7502],[],[2243.5842],[76.35562],[],[89.706154],-9,-9,9250,[19.962912],[],[19.122644],[0.08013741],[],[0.04342199],4.949345,,2.994835,4.949345,,2.994835,[58790.33597],[],[58790.37039],[4096],[],[6144],[],[],[],99,-9,99,58789.34375,[],[],[],[],[],[],1629251,[0.07379135],[],[0.03998341],0.027146498,[],[],[],2.397440236,1.794822623,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1676.fits,26.81840896,86.3302008,0.5,0.050000001
1677,-9,69.71540833,33.63380432,1,1,1,-9,0,1438,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.275109977,1,0,99,-9,99,58740.19922,245.4547272,0.012308068,1,0.014042133,0.014042133,-9,3,-9,257,0,UNKNOWN ,499.0833435,"[0.9968900000021677, 2.0005699999965145, 0.9990000000034343, 1.0001199999969685, 1.0244800000000396, 0.9754000000029919, 0.9991199999931268, 1.0015200000052573, 1.0002999999996973, 0.997640000001411, 2.999659999994037]",[],"[1.0000300000028801, 2.0015700000003562, 0.9989100000020699, 1.0000299999956042, 0.9997700000021723, 0.9998500000001513, 0.9990099999995437, 1.0011999999987893, 1.0016800000012154, 0.997640000001411, 2.9996099999989383, 4.008950000003097]",[1166.1967],[],[3295.2852],[139.5576],[],[112.671684],-9,-9,1438,[19.83307],[],[18.705267],[0.12996054],[],[0.03713228],1.00012,,1.00003,1.00012,,1.00003,[58741.18117],[],[58741.1512],[6144],[],[4096],[],[],[],99,-9,99,58740.19922,[],[],[],[],[],[],1631439,[0.11966901],[],[0.03419179],0.014042133,[],[],[],0.384717958,3.481662638,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1677.fits,0.242941184,0.847095274,0.5,0.02
1678,-9,30.70528984,35.50525284,1,1,1,-9,0,2179,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.031313822,1,0,99,-9,99,58289.41406,341.6250916,0.028862916,1,0.027623571,0.027623571,-9,3,-9,312,0,UNKNOWN ,-696.9024048,"[0.0004599999956553802, 2.9898400000020047, 0.009120000002440065, 3.025679999998829, 0.0004600000029313378, 2.9913499999966007, 0.00046999999904073775, 2.980250000000524, 0.00046999999904073775, 3.018260000004375]",[],"[0.0004599999956553802, 2.99833000000217, 0.0004600000029313378, 2.9017600000006496, 0.0004599999956553802, 3.0618299999987357, 0.00047000000631669536, 5.967720000000554, 0.018749999995634425]",[764.3305  641.66736],[],[1593.226  1566.2429],[56.577026 45.704586],[],[62.686676 66.09944 ],-9,-9,2179,[20.291798 20.481726],[],[19.494307 19.512852],[0.08038753 0.07735344],[],[0.04272949 0.04583196],1.494685,,0.01875,1.494685,,0.01875,[58290.44593 58290.44639],[],[58290.4703  58290.47076],[4096 4096],[],[6144 4096],[],[],[],99,-9,99,58289.41406,[],[],[],[],[],[],1632180,[0.07402167 0.07122785],[],[0.03934575 0.04220255],0.027623571,[],[],[],8.13191322,1.818380967,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1678.fits,11.66338299,36.4856575,0.600000024,0.029999999
1679,-9,23.88754082,33.94874954,1,1,1,-9,0,5029,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.030981086,1,0,99,-9,99,58608.16406,276.1865234,0.014224672,1,0.014802977,0.014802977,-9,3,-9,512,0,UNKNOWN ,47.74916077,"[3.971990000005462, 4.085500000001048]",[],"[3.959370000004128, 1.8529300000009243, 0.025889999997161794, 1.0730600000024424, 8.044029999997292]",[2079.9631],[],[468.54245],[125.2104],[],[48.540874],-9,-9,5029,[19.20486],[],[20.823128],[0.06537544],[],[0.11250931],4.028745,,1.85293,4.028745,,1.85293,[58608.42595],[],[58612.44278],[4096],[],[6144],[],[],[],99,-9,99,58608.16406,[],[],[],[],[],[],1635030,[0.06019838],[],[0.10359973],0.014802977,[],[],[],0.332930847,3.782237522,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1679.fits,0.21102541,0.70381156,1,0.029999999
1680,-9,44.88537979,35.03205872,1,1,1,-9,0,5333,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.079415224,1,0,99,-9,99,58669.05469,337.0648804,0.02322432,1,0.025728671,0.025728671,-9,3,-9,263,0,UNKNOWN ,446.323822,"[0.9723900000026333, 2.9228599999987637, 4.10222999999678, 0.000910000002477318, 3.0155700000032084, 0.001870000000053551, 2.9944699999978184, 0.0009500000014668331, 3.000159999995958]",[],"[0.9694600000002538, 1.031780000004801, 0.0004799999951501377, 1.048609999998007, 1.9928100000033737, 0.002300000000104774, 2.005510000002687, 0.8020399999950314, 0.02365999999892665, 6.100880000005418, 0.018680000001040753, 2.980679999993299]",[378.49023],[],[588.4762 797.7535],[43.488724],[],[63.436584 62.7718  ],-9,-9,5333,[21.054863],[],[20.575678 20.245327],[0.12478195],[],[0.11706868 0.08545268],2.92286,,1.00062,2.92286,,1.00062,[58669.45499],[],[58669.42619 58670.39565],[6144],[],[4096 4096],[],[],[],99,-9,99,58669.05469,[],[],[],[],[],[],1635334,[0.11490051],[],[0.10779805 0.07868572],0.025728671,[],[],[],7.586088957,1.639076599,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1680.fits,25.89284188,88.26039268,0.5,0.029999999
1681,-9,53.48748016,35.90711594,1,1,1,-9,0,7315,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.07864701,1,0,99,-9,99,58666.4375,340.7754822,0.034536615,1,0.034743778,0.034743778,-9,3,-9,462,0,UNKNOWN ,-192.4791412,"[0.0008999999990919605, 0.9561699999976554, 0.025740000004589092, 0.9982400000008056, 0.0018999999956577085, 0.9988000000012107, 0.0009500000014668331, 0.9723499999963678, 0.017230000004929025, 2.9056199999977252, 0.11149000000295928, 2.964009999996051, 1.0267300000050454, 3.0174499999993714, 0.0027799999952549115, 2.994010000002163]",[],"[0.00047000000631669536, 1.0353699999977835, 0.0004899999985354953, 0.8950200000035693, 0.0004799999951501377, 1.060140000001411, 0.0004800000024260953, 1.0406999999977415, 0.00046999999904073775, 0.959580000002461, 1.0477400000017951, 0.0008999999990919605, 0.978080000000773, 0.00046999999904073775, 1.0165799999958836, 0.0008999999990919605, 2.003690000005008, 0.001830000001064036, 0.828959999998915, 0.0004799999951501377, 6.116720000005444, 0.00046999999904073775]",[588.1661 634.8043],[],[1431.2977 1428.155   656.3537  586.8356],[52.72225  46.463497],[],[79.63884 80.47669 73.88395 65.11984],-9,-9,7315,[20.57625 20.4934 ],[],[19.610676 19.613062 20.457155 20.578709],[0.09734727 0.07948805],[],[0.06042613 0.06119622 0.12224806 0.12051101],0.96426,,0.415395,0.96426,,0.415395,[58667.42986 58667.4556 ],[],[58667.46914 58667.46963 58668.36465 58668.36513],[4096 6144],[],[4096 4096 4096 4096],[],[],[],99,-9,99,58666.4375,[],[],[],[],[],[],1637316,[0.08963837 0.07319342],[],[0.055641   0.05635011 0.11256728 0.11096779],0.034743778,[],[],[],0.377366925,2.826933491,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1681.fits,2.558849329,9.194706394,0.899999976,0.029999999
1682,-9,18.55875969,35.95580673,1,1,1,-9,0,8167,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.015278177,1,0,99,-9,99,58640.74219,233.0902252,0.035327487,1,0.034706574,0.034706574,-9,3,-9,262,0,UNKNOWN ,-47.76214981,"[3.0185399999973015, 3.003230000002077, 2.9795499999963795, 3.083100000003469, 3.9361599999974715]",[],"[2.9792400000005728, 2.997080000001006, 3.022239999998419, 6.9821500000034575]",[426.3798],[],[783.8622],[44.820934],[],[46.509743],-9,-9,8167,[20.925508],[],[20.2644],[0.11416004],[],[0.06443681],3.01854,,3.00966,3.01854,,3.00966,[58641.19088],[],[58641.2751],[4096],[],[6144],[],[],[],99,-9,99,58640.74219,[],[],[],[],[],[],1638168,[0.10511974],[],[0.05933408],0.034706574,[],[],[],1.875610814,2.166466488,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1682.fits,9.918054226,35.67050509,0.5,0.029999999
1683,-9,15.99141979,34.44047928,1,1,1,-9,0,9173,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.008009602,1,0,99,-9,99,58644.08203,216.2153931,0.017818337,1,0.016851401,0.016851401,-9,3,-9,369,0,UNKNOWN ,-62.27028656,"[3.0858100000041304, 2.8718799999987823, 3.0514100000000326, 2.948850000000675]",[],"[2.9346799999984796, 5.979910000001837, 6.022349999999278]",[1007.2536],[],[2021.9292],[87.227356],[],[103.55285],-9,-9,9173,[19.992153],[],[19.235584],[0.09404673],[],[0.05561935],3.00013,,5.97991,3.00013,,5.97991,[58645.23381],[],[58645.276],[4096],[],[6144],[],[],[],99,-9,99,58644.08203,[],[],[],[],[],[],1639174,[0.0865992],[],[0.05121487],0.016851401,[],[],[],0.51020655,3.334788221,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1683.fits,0.732734797,2.477124135,0.699999988,0.039999999
1684,-9,54.27260971,33.48482132,1,1,1,-9,0,9889,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.067194134,1,0,99,-9,99,58667.34766,9.545490265,0.01150266,1,0.012912372,0.012912372,-9,3,-9,525,0,UNKNOWN ,182.0423889,"[5.997980000000098, 3.0214100000011967, 2.9971000000005006, 2.9963300000017625]",[],"[15.079039999996894, 2.958489999997255]",[1729.3673],[],[4436.8643],[70.96144],[],[101.00979],-9,-9,9889,[19.405281],[],[18.382309],[0.04456203],[],[0.02472391],3.009255,,9.018765,3.009255,,9.018765,[58668.45804],[],[58668.36697],[6144],[],[4096],[],[],[],99,-9,99,58667.34766,[],[],[],[],[],[],1639890,[0.04103318],[],[0.02276603],0.012912372,[],[],[],0.201781154,4.122786105,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1684.fits,0.105422081,0.364150975,1,0.050000001
1685,-9,70.69212341,34.83797073,1,1,1,-9,0,533,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.077771485,1,0,99,-9,99,58566.83203,140.5789948,0.021336641,1,0.020574842,0.020574842,-9,3,-9,412,0,UNKNOWN ,-158.0712128,"[0.015559999999823049, 5.000180000002729, 3.0701999999946565, 5.9320800000059535, 0.01855999999679625, 3.0176700000010896]",[],"[0.0005099999980302528, 6.000890000002983, 7.996639999997569, 0.0028300000049057417, 2.9328800000002957, 0.001849999993282836]",[812.75995 919.9777 ],[],[1910.7708 1859.6113],[76.029625 69.96989 ],[],[73.90135 71.36859],-9,-9,533,[20.225094 20.090557],[],[19.296978 19.326445],[0.10158987 0.08259688],[],[0.04200235 0.04167876],3.043935,,1.467855,3.043935,,1.467855,[58567.18318 58567.19874],[],[58567.24138 58567.24189],[4096 4096],[],[6144 4096],[],[],[],99,-9,99,58566.83203,[],[],[],[],[],[],1640534,[0.093545   0.07605606],[],[0.0386762  0.03837823],0.020574842,[],[],[],0.135641506,3.955498177,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1685.fits,0.211035342,0.712818066,0.800000012,0.029999999
1686,-9,15.60657978,35.15556717,1,1,1,-9,0,1303,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.031663306,1,0,99,-9,99,58356.96875,289.1651001,0.02457227,1,0.026515961,0.026515961,-9,3,-9,216,0,UNKNOWN ,373.1983643,"[1.02154999999766, 1.038300000000163, 0.9598000000041793, 1.044159999997646, 1.0167700000019977, 0.9792699999961769, 1.0039600000018254, 0.9795400000002701, 1.0001699999993434, 0.9991799999988871, 1.0186299999986659, 0.9990300000063144, 0.9818499999964843, 1.0190700000021025, 0.9982099999979255]",[],"[0.979059999997844, 1.0029500000018743, 1.0004699999990407, 0.9806199999948149, 0.9534899999998743, 1.0477000000028056, 0.9131500000003143, 1.022210000002815, 1.0122799999953713, 1.0095500000024913, 0.9788399999961257, 0.9994100000039907, 0.9781300000031479, 1.0214099999939208, 1.001430000003893, 1.0003799999976764, 1.0003599999981816, 0.9995699999999488, 0.998570000003383]",[],[],[2242.2705  842.4176],[],[],[144.47507  107.274284],-9,-9,1303,[],[],[19.12328  20.186182],[],[],[0.06997368 0.13829231],1.00017,,1.00036,1.00017,,1.00036,[],[],[58358.24867 58359.25162],[],[],[4096 6144],[],[],[],99,-9,99,58356.96875,[],[],[],[],[],[],1641304,[],[],[0.06443249 0.12734099],0.026515961,[],[],[],1.325190671,2.372149427,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1686.fits,2.979615333,11.18264371,0.400000006,0.039999999
1687,-9,48.28770828,35.43370819,1,1,1,-9,0,1834,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.03050982,1,0,99,-9,99,58810.87109,124.0707169,0.027876101,1,0.029283928,0.029283928,-9,3,-9,272,0,UNKNOWN ,553.553894,"[0.9984299999996438, 17.789270000001125, 0.0008999999990919605]",[],"[0.0013500000059138983, 0.11213999999745283, 0.023040000000037253, 0.8626700000022538, 2.1095799999966403]",[705.91235 510.33395],[],[],[73.58078 60.45703],[],[],-9,-9,1834,[20.378122 20.730364],[],[],[0.11319922 0.12865366],[],[],0.99843,,0.11214,0.99843,,0.11214,[58811.43428 58812.43271],[],[],[4096 6144],[],[],[],[],[],99,-9,99,58810.87109,[],[],[],[],[],[],1641835,[0.10423501 0.11846562],[],[],0.029283928,[],[],[],0.423360941,3.130815901,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/1687.fits,1.467456697,5.113356663,0.5,0.050000001
